equipment_type,part_category,lead_time,lead_time_variability,supplier_count,supplier_reliability,supplier_dependency,stock_level,safety_stock,reorder_point,demand_rate,demand_variability,failure_rate,MTBF,MTTR,equipment_criticality,part_criticality,transport_delay,customs_delay,historical_stockouts,historical_downtime,riesgo_stockout,downtime_esperado_horas
Perforadora Long Hole,Desagüe y Bombeo de Relaves,77.3,25.6,3,0.939,0.788,2,1,5,2.45,0.81,0.0347,691.6,11.9,2,3,1.5,2.2,2,86.4,0,1.5
Shovel / Pala,Desagüe y Bombeo de Relaves,239.1,71.1,2,0.932,0.59,1,3,4,0.24,0.09,0.0145,1654.9,22.8,3,3,1.7,4.0,0,0.0,1,109.0
Shovel / Pala,Perforación y Rotación,142.0,44.6,1,0.849,1.0,5,2,11,2.86,1.2,0.0433,553.6,19.6,3,2,10.6,6.4,1,40.9,1,78.9
Bomba de Desagüe Multietapa,Hidráulica de Alta Presión,81.7,26.4,1,0.756,1.0,1,1,2,0.37,0.17,0.0164,1464.0,10.7,3,3,10.1,26.7,1,59.1,0,4.5
Scooptram (LHD),Desagüe y Bombeo de Relaves,102.5,30.8,2,0.913,0.866,2,0,2,1.03,0.26,0.0692,346.6,23.2,2,3,2.4,6.9,0,0.0,1,58.1
Ventilador Axial Principal,Perforación y Rotación,122.6,22.5,1,0.774,1.0,4,2,4,0.58,0.29,0.0346,692.9,19.8,3,2,2.1,3.1,1,15.1,0,3.2
Faja Transportadora,Desagüe y Bombeo de Relaves,133.1,20.5,2,0.909,0.732,4,3,10,2.29,1.07,0.0147,1633.6,12.4,3,3,3.3,9.7,0,0.0,0,2.0
Compresor Estacionario,Hidráulica de Alta Presión,80.3,19.5,2,0.884,0.578,2,2,5,1.77,0.55,0.0374,641.8,15.6,1,3,7.6,7.9,1,39.5,0,1.6
Scooptram (LHD),Hidráulica de Alta Presión,88.7,24.2,1,0.65,1.0,2,2,5,1.57,0.72,0.0364,659.0,16.9,2,3,1.5,1.4,4,174.8,0,3.8
Scooptram (LHD),Hidráulica de Alta Presión,61.7,12.1,1,0.829,1.0,5,0,5,3.32,1.08,0.0214,1120.3,15.2,2,3,1.8,13.5,1,22.5,0,0.5
Scooptram (LHD),Electrónica y Control ECM,158.3,49.4,1,0.657,1.0,4,0,12,3.33,1.42,0.0409,586.7,20.6,2,3,1.1,5.6,3,201.7,1,56.6
Shovel / Pala,Electrónica y Control ECM,97.6,33.2,2,0.825,0.815,9,3,12,3.77,1.54,0.0349,688.5,16.5,3,3,10.8,0.7,1,56.1,0,5.9
Perforadora Long Hole,Perforación y Rotación,129.5,31.4,1,0.688,1.0,4,1,11,3.39,1.27,0.0461,520.6,20.1,2,2,1.5,7.8,2,70.7,1,52.3
Scooptram (LHD),Transmisión y Tren de Potencia,181.0,38.8,2,0.844,0.909,3,1,2,0.2,0.08,0.0092,1800.0,23.4,2,2,3.9,9.1,3,165.9,0,3.8
Ventilador Axial Principal,Transmisión y Tren de Potencia,118.8,36.9,2,0.911,0.738,0,1,2,0.51,0.15,0.0344,697.7,15.0,3,2,9.1,0.2,3,106.9,1,75.4
Perforadora Long Hole,Electrónica y Control ECM,105.7,11.2,1,0.832,1.0,2,1,2,0.59,0.15,0.0273,877.9,26.2,2,3,6.0,5.6,3,86.5,0,0.2
Shovel / Pala,Desagüe y Bombeo de Relaves,117.7,15.6,2,0.864,0.665,3,1,3,0.64,0.2,0.0269,893.5,17.1,3,3,0.2,2.1,2,43.1,0,1.9
Ventilador Axial Principal,Perforación y Rotación,112.5,35.0,2,0.728,0.711,2,1,4,1.15,0.29,0.0075,1800.0,24.4,3,2,4.5,22.1,1,56.6,0,0.1
Bomba de Desagüe Multietapa,Desagüe y Bombeo de Relaves,170.1,48.2,1,0.877,1.0,3,1,6,1.29,0.49,0.0293,819.8,21.3,3,3,3.4,8.1,0,0.0,0,1.4
Ventilador Axial Principal,Transmisión y Tren de Potencia,122.6,25.0,3,0.902,0.679,3,2,3,0.49,0.14,0.0286,839.4,22.8,3,2,2.3,1.4,1,28.5,0,0.3
Jumbo de Perforación,Electrónica y Control ECM,90.9,29.3,1,0.65,1.0,2,3,3,0.21,0.08,0.012,1800.0,14.8,2,3,0.6,1.3,0,0.0,0,4.5
Ventilador Axial Principal,Desagüe y Bombeo de Relaves,158.7,29.8,1,0.922,1.0,6,1,6,1.23,0.35,0.0107,1800.0,14.5,3,3,14.1,0.4,1,33.2,0,9.2
Bomba de Desagüe Multietapa,Transmisión y Tren de Potencia,169.2,43.7,3,0.918,0.671,3,1,6,1.26,0.34,0.0635,378.0,18.3,3,2,5.6,6.1,3,144.6,1,95.5
Perforadora Long Hole,Hidráulica de Alta Presión,68.9,17.8,1,0.802,1.0,3,2,3,0.31,0.1,0.0264,909.0,15.0,2,3,0.9,15.6,1,46.6,0,6.7
Bomba de Desagüe Multietapa,Hidráulica de Alta Presión,188.1,27.5,1,0.65,1.0,7,0,4,0.84,0.15,0.0491,489.2,23.0,3,3,1.4,2.3,2,127.0,1,92.0
Shovel / Pala,Hidráulica de Alta Presión,125.0,21.4,2,0.86,0.589,4,0,5,1.68,0.55,0.079,303.8,17.1,3,3,0.8,10.2,3,180.7,1,79.8
Scooptram (LHD),Ventilación y Flujo de Aire,121.5,40.0,2,0.94,0.808,3,1,3,0.61,0.17,0.04,600.6,22.3,2,3,4.1,28.6,1,71.2,0,0.9
Ventilador Axial Principal,Hidráulica de Alta Presión,156.5,22.8,1,0.705,1.0,6,1,18,4.75,1.05,0.0401,598.3,20.3,3,3,13.3,5.5,2,57.7,1,92.4
Scooptram (LHD),Hidráulica de Alta Presión,90.2,12.9,1,0.78,1.0,6,1,5,1.71,0.48,0.0435,551.5,13.2,2,3,6.3,1.4,0,0.0,0,1.5
Scooptram (LHD),Transmisión y Tren de Potencia,153.6,33.8,1,0.824,1.0,8,0,16,4.58,1.94,0.0255,941.9,29.5,2,2,5.0,0.8,0,0.0,1,61.6
Shovel / Pala,Electrónica y Control ECM,96.4,11.9,2,0.899,0.566,2,3,6,1.47,0.49,0.0288,833.1,19.6,3,3,2.0,1.3,1,33.6,0,3.3
Faja Transportadora,Transmisión y Tren de Potencia,65.6,21.2,2,0.908,0.705,6,3,5,1.6,0.56,0.0508,472.2,19.6,3,2,7.8,0.3,0,0.0,0,2.7
Scooptram (LHD),Ventilación y Flujo de Aire,77.6,9.7,2,0.941,0.818,3,1,2,0.51,0.22,0.0476,504.5,19.5,2,3,1.6,0.6,0,0.0,0,0.5
Jumbo de Perforación,Hidráulica de Alta Presión,134.1,34.1,2,0.919,0.802,2,0,4,1.39,0.31,0.0184,1303.5,15.4,2,3,1.7,1.6,1,60.9,1,42.6
Perforadora Long Hole,Hidráulica de Alta Presión,79.0,14.6,1,0.65,1.0,4,1,3,1.28,0.38,0.0212,1133.8,22.6,2,3,5.5,2.3,2,46.4,0,1.0
Scooptram (LHD),Transmisión y Tren de Potencia,193.3,58.2,1,0.65,1.0,2,2,12,2.31,0.38,0.0269,890.7,20.1,2,2,8.1,1.0,2,88.3,1,59.3
Ventilador Axial Principal,Transmisión y Tren de Potencia,166.8,41.3,1,0.739,1.0,1,0,4,1.11,0.48,0.0094,1800.0,19.7,3,2,4.5,11.9,1,40.9,1,103.9
Shovel / Pala,Transmisión y Tren de Potencia,175.4,34.6,1,0.875,1.0,3,3,11,1.93,0.73,0.0431,556.2,17.2,3,2,12.1,5.7,4,128.9,1,111.9
Bomba de Desagüe Multietapa,Hidráulica de Alta Presión,114.9,39.8,2,0.78,0.883,5,3,7,1.39,0.4,0.0447,537.0,16.5,3,3,4.4,2.9,2,88.6,0,1.5
Scooptram (LHD),Perforación y Rotación,120.4,14.0,2,0.844,0.73,11,0,9,3.38,1.01,0.0456,526.4,20.1,2,2,5.4,5.8,1,49.7,0,3.0
Jumbo de Perforación,Ventilación y Flujo de Aire,72.4,17.7,1,0.813,1.0,2,2,4,1.09,0.53,0.0727,330.1,16.6,2,3,1.2,5.7,1,62.6,0,1.3
Shovel / Pala,Hidráulica de Alta Presión,155.9,54.1,3,0.846,0.825,5,1,10,2.37,0.52,0.0402,597.5,24.1,3,3,3.9,3.8,1,66.0,1,90.5
Ventilador Axial Principal,Hidráulica de Alta Presión,125.6,34.3,1,0.65,1.0,0,3,5,0.53,0.18,0.0331,723.9,24.2,3,3,5.7,7.1,1,69.1,0,13.4
Scooptram (LHD),Perforación y Rotación,134.2,38.2,1,0.776,1.0,10,2,9,2.22,1.07,0.019,1263.3,23.5,2,2,0.7,13.2,1,49.0,0,3.6
Shovel / Pala,Ventilación y Flujo de Aire,198.6,21.5,1,0.65,1.0,4,1,17,3.37,0.77,0.09,266.7,16.9,3,3,6.6,0.7,2,123.9,1,83.0
Scooptram (LHD),Transmisión y Tren de Potencia,89.0,9.4,2,0.913,0.586,8,0,9,4.13,0.87,0.0157,1533.0,15.6,2,2,2.2,5.0,2,56.0,0,3.8
Shovel / Pala,Ventilación y Flujo de Aire,105.2,11.5,1,0.75,1.0,5,1,5,1.74,0.76,0.0486,493.9,18.1,3,3,8.9,18.2,1,64.9,0,2.4
Scooptram (LHD),Desagüe y Bombeo de Relaves,123.3,42.9,2,0.799,0.862,1,0,1,0.36,0.1,0.0287,837.4,26.8,2,3,3.0,3.4,2,73.6,0,5.7
Faja Transportadora,Desagüe y Bombeo de Relaves,79.3,27.3,2,0.881,0.695,3,1,2,0.35,0.08,0.0149,1611.2,8.6,3,3,2.4,1.8,0,0.0,0,3.1
Jumbo de Perforación,Transmisión y Tren de Potencia,103.0,18.9,3,0.818,0.597,1,0,4,1.84,0.56,0.0436,549.8,18.0,2,2,0.9,6.9,0,0.0,1,39.2
Jumbo de Perforación,Transmisión y Tren de Potencia,130.7,22.6,1,0.669,1.0,2,1,5,1.35,0.67,0.0408,588.5,13.1,2,2,2.9,0.7,1,72.8,1,54.1
Scooptram (LHD),Hidráulica de Alta Presión,98.2,13.4,2,0.766,0.83,1,0,2,0.74,0.18,0.0431,556.7,24.0,2,3,0.6,7.5,3,205.9,1,36.7
Jumbo de Perforación,Perforación y Rotación,173.9,31.7,3,0.835,0.919,10,1,17,3.98,1.63,0.0478,502.5,26.9,2,2,7.8,2.5,2,77.2,1,58.7
Perforadora Long Hole,Electrónica y Control ECM,64.8,12.5,1,0.65,1.0,3,2,7,3.38,0.6,0.0255,942.1,19.7,2,3,0.7,7.0,1,56.3,0,0.2
Faja Transportadora,Hidráulica de Alta Presión,163.0,46.8,1,0.65,1.0,6,0,10,2.54,0.99,0.0649,369.5,10.7,3,3,0.8,2.1,0,0.0,1,71.5
Jumbo de Perforación,Perforación y Rotación,138.6,43.9,1,0.802,1.0,6,1,6,1.51,0.66,0.0255,939.7,21.3,2,2,0.9,2.1,3,99.5,0,0.5
Jumbo de Perforación,Perforación y Rotación,90.1,25.8,3,0.932,0.837,5,1,3,1.17,0.36,0.015,1596.3,7.8,2,2,2.6,3.5,2,31.9,0,3.1
Shovel / Pala,Perforación y Rotación,79.6,20.8,2,0.958,0.684,6,0,9,4.97,2.07,0.0552,435.1,22.3,3,2,2.8,9.2,3,137.9,1,60.8
Compresor Estacionario,Desagüe y Bombeo de Relaves,53.1,15.5,2,0.651,0.597,1,2,3,1.05,0.46,0.005,1800.0,17.8,1,3,1.8,9.1,2,45.5,0,2.4
Bomba de Desagüe Multietapa,Perforación y Rotación,83.3,23.7,2,0.771,0.919,3,1,6,2.47,0.73,0.0526,456.1,27.4,3,2,0.7,0.7,2,128.0,1,49.4
Jumbo de Perforación,Hidráulica de Alta Presión,158.7,34.7,1,0.911,1.0,4,0,5,1.46,0.54,0.0227,1055.2,8.7,2,3,5.8,5.8,4,125.5,1,62.6
Jumbo de Perforación,Desagüe y Bombeo de Relaves,107.9,19.8,1,0.912,1.0,2,1,2,0.2,0.04,0.0083,1800.0,14.8,2,3,1.5,18.5,3,184.1,0,1.6
Bomba de Desagüe Multietapa,Desagüe y Bombeo de Relaves,165.3,28.2,1,0.65,1.0,8,1,19,4.6,2.26,0.0418,574.2,10.8,3,3,2.4,5.0,3,99.7,1,82.4
Scooptram (LHD),Hidráulica de Alta Presión,88.5,23.9,1,0.77,1.0,1,2,3,0.44,0.08,0.0205,1171.9,13.9,2,3,1.3,19.8,3,55.5,0,2.9
Bomba de Desagüe Multietapa,Hidráulica de Alta Presión,140.9,47.9,2,0.949,0.738,5,1,9,2.46,0.88,0.0526,455.9,19.9,3,3,8.6,1.2,1,34.7,1,69.9
Jumbo de Perforación,Perforación y Rotación,85.6,21.0,2,0.87,0.726,2,0,2,1.2,0.39,0.0253,949.1,8.3,2,2,6.7,0.6,1,55.8,0,4.8
Shovel / Pala,Transmisión y Tren de Potencia,78.5,25.7,3,0.908,0.767,3,2,6,2.01,0.56,0.0811,296.0,10.9,3,2,5.1,0.6,4,120.3,0,7.1
Scooptram (LHD),Desagüe y Bombeo de Relaves,106.0,11.0,1,0.915,1.0,2,2,6,1.46,0.37,0.0409,586.7,19.6,2,3,1.1,1.5,0,0.0,1,48.5
Bomba de Desagüe Multietapa,Hidráulica de Alta Presión,87.2,26.0,1,0.65,1.0,7,2,5,1.36,0.49,0.0237,1011.8,20.4,3,3,11.7,5.0,1,23.6,0,1.8
Ventilador Axial Principal,Hidráulica de Alta Presión,64.1,20.1,2,0.805,0.579,2,1,1,0.2,0.1,0.0231,1040.4,19.8,3,3,6.5,7.5,3,166.8,0,5.5
Bomba de Desagüe Multietapa,Transmisión y Tren de Potencia,103.2,26.6,1,0.797,1.0,6,0,5,1.88,0.66,0.0385,623.5,22.9,3,2,17.5,2.4,2,145.9,0,0.5
Scooptram (LHD),Hidráulica de Alta Presión,114.2,38.1,1,0.863,1.0,9,1,13,4.45,1.02,0.0211,1137.6,19.5,2,3,1.5,3.3,2,84.6,1,54.8
Bomba de Desagüe Multietapa,Ventilación y Flujo de Aire,171.5,42.4,1,0.786,1.0,5,2,11,2.24,0.68,0.023,1042.7,25.4,3,3,1.3,0.8,1,41.9,1,69.8
Ventilador Axial Principal,Electrónica y Control ECM,152.7,24.4,1,0.764,1.0,7,0,8,2.13,0.62,0.0631,380.4,27.7,3,3,0.9,15.5,1,40.3,1,104.9
Ventilador Axial Principal,Hidráulica de Alta Presión,168.6,26.0,3,0.713,0.681,9,2,7,1.21,0.43,0.016,1503.5,5.6,3,3,0.1,1.5,3,167.8,0,0.0
Bomba de Desagüe Multietapa,Hidráulica de Alta Presión,141.5,33.8,1,0.681,1.0,2,2,14,3.6,0.76,0.0287,836.4,20.0,3,3,1.0,10.2,2,145.0,1,93.0
Bomba de Desagüe Multietapa,Transmisión y Tren de Potencia,123.6,40.4,3,0.863,0.557,5,1,15,4.98,2.45,0.09,266.7,21.1,3,2,8.2,1.9,3,122.7,1,78.6
Perforadora Long Hole,Hidráulica de Alta Presión,71.5,8.4,3,0.971,0.884,8,3,6,1.72,0.44,0.0409,586.7,18.4,2,3,7.8,6.6,0,0.0,0,0.8
Jumbo de Perforación,Desagüe y Bombeo de Relaves,115.9,29.1,1,0.724,1.0,4,3,4,0.2,0.03,0.005,1800.0,17.7,2,3,0.0,0.4,2,115.0,0,0.3
Perforadora Long Hole,Transmisión y Tren de Potencia,135.6,39.6,2,0.922,0.647,11,2,5,1.09,0.24,0.0074,1800.0,23.3,2,2,0.8,20.5,0,0.0,0,6.3
Ventilador Axial Principal,Hidráulica de Alta Presión,183.2,23.6,1,0.814,1.0,1,1,4,0.62,0.2,0.0455,527.9,16.5,3,3,7.9,5.0,0,0.0,1,106.1
Scooptram (LHD),Transmisión y Tren de Potencia,139.9,18.1,1,0.735,1.0,6,1,9,2.35,0.92,0.0382,628.4,12.0,2,2,3.9,3.6,0,0.0,0,0.1
Scooptram (LHD),Hidráulica de Alta Presión,169.8,32.5,3,0.731,0.712,9,2,12,2.52,1.02,0.0376,637.8,14.4,2,3,3.8,0.6,3,83.8,0,0.4
Jumbo de Perforación,Hidráulica de Alta Presión,76.7,12.9,1,0.73,1.0,10,0,11,6.41,2.84,0.0194,1234.4,19.9,2,3,3.0,6.2,1,36.7,0,1.1
Shovel / Pala,Hidráulica de Alta Presión,98.1,14.7,1,0.671,1.0,9,1,12,4.59,2.15,0.0494,485.5,23.0,3,3,2.9,2.0,0,0.0,0,1.2
Bomba de Desagüe Multietapa,Desagüe y Bombeo de Relaves,127.8,19.1,1,0.65,1.0,4,0,5,1.65,0.29,0.0327,733.6,15.4,3,3,1.3,0.8,0,0.0,1,64.7
Shovel / Pala,Perforación y Rotación,165.1,21.9,1,0.815,1.0,7,1,9,2.15,0.73,0.0085,1800.0,11.8,3,2,13.7,0.1,2,144.2,1,105.4
Ventilador Axial Principal,Desagüe y Bombeo de Relaves,104.5,26.4,1,0.827,1.0,1,2,2,0.2,0.07,0.0139,1729.4,4.0,3,3,14.7,0.2,2,73.4,0,0.6
Jumbo de Perforación,Transmisión y Tren de Potencia,106.9,29.1,1,0.84,1.0,1,0,1,0.26,0.11,0.0168,1431.3,25.4,2,2,0.1,3.7,1,18.5,0,6.8
Scooptram (LHD),Hidráulica de Alta Presión,139.9,38.6,1,0.824,1.0,1,0,1,0.36,0.13,0.0353,680.4,12.3,2,3,6.0,2.5,1,68.0,0,3.0
Jumbo de Perforación,Electrónica y Control ECM,74.2,17.3,3,0.929,0.801,3,3,5,1.1,0.23,0.0091,1800.0,16.8,2,3,2.5,1.6,3,85.9,0,2.9
Jumbo de Perforación,Ventilación y Flujo de Aire,193.1,65.3,1,0.65,1.0,4,2,12,2.29,0.57,0.0242,991.9,17.4,2,3,2.0,10.9,0,0.0,1,73.3
Scooptram (LHD),Perforación y Rotación,80.9,25.9,1,0.875,1.0,6,1,4,1.53,0.41,0.0721,332.7,17.9,2,2,0.9,0.1,3,144.6,0,0.1
Scooptram (LHD),Hidráulica de Alta Presión,56.2,19.1,1,0.781,1.0,2,1,2,0.39,0.15,0.0188,1273.0,27.2,2,3,3.4,4.6,0,0.0,0,0.2
Bomba de Desagüe Multietapa,Hidráulica de Alta Presión,110.4,21.8,2,0.71,0.816,6,2,5,1.23,0.31,0.0106,1800.0,22.0,3,3,0.0,4.2,3,206.8,0,4.0
Shovel / Pala,Ventilación y Flujo de Aire,199.3,63.7,2,0.919,0.723,4,1,2,0.2,0.05,0.0084,1800.0,22.6,3,3,0.9,6.9,2,119.8,0,3.1
Faja Transportadora,Desagüe y Bombeo de Relaves,135.1,39.3,3,0.958,0.761,1,1,3,0.54,0.15,0.028,856.2,14.7,3,3,1.1,6.3,0,0.0,0,7.9
Compresor Estacionario,Desagüe y Bombeo de Relaves,143.1,26.5,2,0.791,0.781,6,2,8,1.7,0.61,0.09,266.7,19.0,1,3,2.3,2.6,2,94.0,0,4.4
Bomba de Desagüe Multietapa,Ventilación y Flujo de Aire,111.6,14.1,1,0.683,1.0,4,1,2,0.29,0.09,0.0247,973.1,15.2,3,3,1.4,5.6,1,68.7,0,0.2
Jumbo de Perforación,Perforación y Rotación,104.3,28.2,1,0.893,1.0,6,1,8,3.06,1.37,0.0069,1800.0,9.6,2,2,0.4,17.4,0,0.0,0,2.7
Bomba de Desagüe Multietapa,Electrónica y Control ECM,64.1,8.6,2,0.955,0.776,2,1,5,2.71,0.95,0.0557,430.9,21.4,3,3,5.8,2.0,3,199.5,0,1.7
Shovel / Pala,Perforación y Rotación,49.9,8.7,2,0.758,0.756,0,3,3,0.32,0.12,0.0217,1106.7,13.1,3,2,1.5,11.5,4,176.1,0,7.6
Scooptram (LHD),Perforación y Rotación,117.8,26.5,1,0.65,1.0,1,1,3,0.7,0.26,0.032,749.4,8.7,2,2,0.7,25.7,0,0.0,1,74.0
Jumbo de Perforación,Desagüe y Bombeo de Relaves,174.1,47.0,2,0.954,0.912,7,1,6,1.21,0.49,0.053,452.6,17.8,2,3,1.2,9.5,0,0.0,1,65.7
Perforadora Long Hole,Transmisión y Tren de Potencia,124.1,41.1,3,0.965,0.886,1,1,13,4.12,1.83,0.0086,1800.0,20.3,2,2,1.1,0.4,2,45.8,1,45.4
Jumbo de Perforación,Hidráulica de Alta Presión,136.8,34.0,2,0.923,0.642,2,0,4,1.13,0.37,0.0059,1800.0,26.4,2,3,1.6,12.4,2,81.0,0,1.9
Bomba de Desagüe Multietapa,Electrónica y Control ECM,191.5,51.3,2,0.709,0.563,4,0,13,3.01,0.5,0.0436,550.1,20.6,3,3,1.3,4.3,1,31.8,1,86.7
Bomba de Desagüe Multietapa,Transmisión y Tren de Potencia,123.4,21.9,2,0.922,0.833,3,3,4,0.22,0.04,0.0112,1800.0,28.2,3,2,4.0,11.9,1,71.8,0,0.5
Scooptram (LHD),Desagüe y Bombeo de Relaves,105.4,28.6,1,0.65,1.0,4,2,9,2.85,0.67,0.0447,537.0,24.7,2,3,0.5,2.8,2,105.3,1,47.6
Jumbo de Perforación,Hidráulica de Alta Presión,82.6,17.3,1,0.65,1.0,7,2,6,2.12,1.0,0.0079,1800.0,20.9,2,3,4.2,15.3,3,124.4,0,10.1
Jumbo de Perforación,Hidráulica de Alta Presión,223.2,70.1,1,0.827,1.0,7,2,22,3.81,1.49,0.0821,292.2,20.2,2,3,7.9,2.2,2,35.8,1,86.9
Scooptram (LHD),Desagüe y Bombeo de Relaves,132.3,26.2,1,0.86,1.0,10,0,9,2.79,0.58,0.0873,275.0,11.8,2,3,11.8,2.4,0,0.0,1,65.0
Scooptram (LHD),Hidráulica de Alta Presión,79.1,17.2,3,0.875,0.825,0,0,2,1.07,0.32,0.0477,503.0,15.0,2,3,0.9,3.6,1,57.1,1,36.7
Perforadora Long Hole,Transmisión y Tren de Potencia,73.0,15.2,1,0.834,1.0,4,2,5,1.67,0.76,0.041,584.9,27.5,2,2,14.0,10.1,4,218.2,0,0.2
Jumbo de Perforación,Transmisión y Tren de Potencia,170.6,51.6,2,0.887,0.559,3,2,6,1.12,0.49,0.0123,1800.0,24.2,2,2,11.8,6.2,0,0.0,0,5.6
Ventilador Axial Principal,Electrónica y Control ECM,76.5,25.9,2,0.866,0.635,3,2,2,0.24,0.11,0.0225,1067.4,12.3,3,3,5.5,8.1,5,226.5,0,3.7
Jumbo de Perforación,Hidráulica de Alta Presión,210.5,38.3,2,0.874,0.577,13,1,14,2.71,0.78,0.0546,439.6,18.5,2,3,2.3,1.8,2,137.0,1,77.6
Faja Transportadora,Desagüe y Bombeo de Relaves,41.9,9.2,2,0.965,0.596,2,2,2,0.2,0.1,0.0082,1800.0,20.0,3,3,0.3,1.7,1,48.2,0,2.2
Jumbo de Perforación,Transmisión y Tren de Potencia,181.0,50.0,2,0.906,0.845,2,1,3,0.51,0.12,0.0231,1037.0,10.4,2,2,7.8,6.6,2,62.5,0,5.7
Jumbo de Perforación,Perforación y Rotación,130.4,42.2,1,0.936,1.0,1,3,5,0.52,0.16,0.0321,747.5,23.3,2,2,3.0,0.6,0,0.0,0,3.4
Perforadora Long Hole,Transmisión y Tren de Potencia,114.7,25.6,3,0.947,0.907,0,1,2,0.2,0.08,0.0184,1307.5,19.5,2,2,1.9,23.9,2,47.3,0,4.8
Perforadora Long Hole,Hidráulica de Alta Presión,103.4,13.2,1,0.84,1.0,7,1,8,2.97,1.25,0.0575,417.7,16.8,2,3,6.9,0.6,1,50.2,0,14.0
Scooptram (LHD),Hidráulica de Alta Presión,213.2,41.0,1,0.72,1.0,3,0,2,0.31,0.12,0.0219,1097.1,18.8,2,3,3.7,0.6,1,42.0,0,6.1
Perforadora Long Hole,Hidráulica de Alta Presión,140.9,33.5,2,0.95,0.844,2,1,8,2.09,0.93,0.0555,432.7,16.1,2,3,19.6,13.5,2,138.4,1,73.8
Ventilador Axial Principal,Electrónica y Control ECM,80.2,16.4,1,0.769,1.0,4,2,7,2.62,0.96,0.0706,339.9,26.4,3,3,1.3,5.3,3,161.1,0,0.4
Ventilador Axial Principal,Hidráulica de Alta Presión,60.3,8.8,1,0.735,1.0,4,3,10,5.11,1.61,0.0585,410.6,21.7,3,3,1.2,3.0,1,71.1,1,43.0
Scooptram (LHD),Transmisión y Tren de Potencia,117.0,12.8,3,0.881,0.862,4,1,11,3.79,0.73,0.078,307.8,19.9,2,2,8.6,2.3,1,37.7,1,57.5
Scooptram (LHD),Electrónica y Control ECM,110.0,29.9,2,0.758,0.906,0,2,3,0.27,0.05,0.0167,1440.9,20.3,2,3,4.9,3.4,1,45.0,0,0.2
Shovel / Pala,Hidráulica de Alta Presión,64.6,22.5,3,0.899,0.674,3,0,4,2.48,0.77,0.0221,1083.9,6.3,3,3,0.4,0.3,0,0.0,0,3.7
Ventilador Axial Principal,Hidráulica de Alta Presión,107.9,35.6,1,0.867,1.0,3,0,6,2.57,1.19,0.0782,306.9,15.0,3,3,11.2,0.9,2,77.8,1,76.9
Jumbo de Perforación,Desagüe y Bombeo de Relaves,90.0,24.4,1,0.794,1.0,3,0,4,1.71,0.63,0.0543,441.7,16.5,2,3,5.6,5.5,3,209.7,0,1.4
Shovel / Pala,Perforación y Rotación,110.4,34.3,2,0.907,0.73,4,1,4,1.05,0.19,0.046,521.3,5.6,3,2,9.2,19.1,3,98.6,0,3.4
Shovel / Pala,Hidráulica de Alta Presión,141.8,23.2,2,0.888,0.902,5,2,6,1.36,0.46,0.0214,1122.7,22.6,3,3,0.6,1.5,1,59.0,0,2.0
Scooptram (LHD),Hidráulica de Alta Presión,185.5,47.4,2,0.949,0.672,6,0,15,3.55,1.13,0.0261,920.3,21.6,2,3,3.2,8.9,1,30.2,1,72.5
Bomba de Desagüe Multietapa,Perforación y Rotación,151.2,17.4,3,0.976,0.819,6,1,7,1.62,0.71,0.036,667.2,10.7,3,2,5.8,1.4,2,64.0,0,1.1
Scooptram (LHD),Hidráulica de Alta Presión,85.5,23.7,3,0.89,0.683,3,2,6,2.01,0.6,0.0465,515.9,9.7,2,3,1.1,4.4,2,37.9,0,1.1
Shovel / Pala,Perforación y Rotación,125.2,42.9,1,0.661,1.0,6,2,10,2.81,0.58,0.0397,603.8,16.7,3,2,1.1,0.1,1,50.9,1,40.7
Bomba de Desagüe Multietapa,Hidráulica de Alta Presión,112.5,35.4,1,0.896,1.0,10,2,11,3.4,1.7,0.0645,371.9,10.3,3,3,3.9,2.0,2,149.4,0,2.6
Faja Transportadora,Desagüe y Bombeo de Relaves,69.0,16.1,2,0.98,0.604,7,3,6,2.09,0.89,0.0535,448.4,17.0,3,3,0.1,2.2,3,126.4,0,0.2
Scooptram (LHD),Transmisión y Tren de Potencia,126.5,37.6,3,0.853,0.701,1,1,3,0.61,0.09,0.0455,527.8,16.4,2,2,1.2,2.5,3,87.4,1,53.0
Scooptram (LHD),Perforación y Rotación,210.7,70.8,1,0.898,1.0,10,1,8,1.49,0.73,0.0651,368.6,16.0,2,2,0.2,5.7,1,19.5,1,71.1
Jumbo de Perforación,Transmisión y Tren de Potencia,111.3,17.1,2,0.87,0.689,6,1,6,2.11,0.74,0.0591,406.3,14.5,2,2,0.8,5.5,1,46.6,1,32.8
Jumbo de Perforación,Ventilación y Flujo de Aire,63.0,18.8,2,0.727,0.851,5,3,5,1.24,0.23,0.0266,903.4,17.1,2,3,8.9,1.2,1,52.7,0,2.2
Scooptram (LHD),Hidráulica de Alta Presión,111.2,18.6,1,0.65,1.0,3,1,8,2.58,0.74,0.0711,337.4,21.4,2,3,4.0,2.0,3,196.0,1,49.8
Compresor Estacionario,Hidráulica de Alta Presión,71.9,23.0,2,0.887,0.893,4,2,3,0.87,0.14,0.09,266.7,10.2,1,3,3.5,9.9,2,139.0,0,2.7
Scooptram (LHD),Desagüe y Bombeo de Relaves,148.8,18.5,1,0.914,1.0,3,1,14,3.81,1.19,0.0551,435.7,13.1,2,3,10.5,8.6,1,72.7,1,59.4
