MINE_ID,SUBUNIT,EQUIPMENT_TYPE,FAILURE_CAUSE,LOST_HOURS,PARTS_WAIT_HOURS,INSPECTION_YEAR
SUR-03,Shaft / Hoistway,Haulage LHD,Electrical Fault,28.9,10.8,2025
SUR-03,Shaft / Hoistway,Mine Fan,Power Transmission Failure,10.9,16.1,2024
ANDINA-02,Underground Haulageway,Continuous Haulage,Electrical Fault,47.5,69.5,2023
SUR-03,Underground Haulageway,Continuous Haulage,Bearing Seizure,21.2,30.5,2025
SUR-03,Pump Station,Haulage LHD,Electrical Fault,7.5,18.3,2024
TITAN-01,Stope Production Face,Mine Fan,Electrical Fault,24.3,46.8,2025
ANDINA-02,Drift / Ramp,Mine Fan,Power Transmission Failure,16.6,50.8,2023
ANDINA-02,Drift / Ramp,Haulage LHD,Power Transmission Failure,30.0,70.4,2023
ANDINA-02,Underground Haulageway,Mine Fan,Power Transmission Failure,55.3,8.2,2023
SUR-03,Drift / Ramp,Haulage LHD,Bearing Seizure,16.6,64.9,2023
SUR-03,Underground Haulageway,Drill Jumbo,Bearing Seizure,12.2,43.9,2024
SUR-03,Pump Station,Continuous Haulage,Power Transmission Failure,4.4,2.8,2025
TITAN-01,Stope Production Face,Drill Jumbo,Bearing Seizure,24.5,72.1,2024
SUR-03,Pump Station,Slurry Pump,Bearing Seizure,16.4,23.2,2023
TITAN-01,Shaft / Hoistway,Slurry Pump,Electrical Fault,15.3,19.3,2023
ANDINA-02,Shaft / Hoistway,Slurry Pump,Electrical Fault,8.8,28.5,2023
SUR-03,Shaft / Hoistway,Haulage LHD,Power Transmission Failure,17.5,20.4,2023
TITAN-01,Pump Station,Mine Fan,Bearing Seizure,103.9,19.8,2025
TITAN-01,Drift / Ramp,Drill Jumbo,Electrical Fault,12.5,79.2,2023
SUR-03,Stope Production Face,Drill Jumbo,Hydraulic Burst,26.0,6.4,2025
ANDINA-02,Shaft / Hoistway,Drill Jumbo,Bearing Seizure,40.0,169.3,2023
ANDINA-02,Shaft / Hoistway,Drill Jumbo,Hydraulic Burst,37.2,38.9,2025
ANDINA-02,Shaft / Hoistway,Slurry Pump,Power Transmission Failure,13.6,9.7,2025
TITAN-01,Stope Production Face,Drill Jumbo,Bearing Seizure,26.7,6.8,2023
TITAN-01,Shaft / Hoistway,Mine Fan,Power Transmission Failure,53.2,43.0,2024
TITAN-01,Stope Production Face,Slurry Pump,Power Transmission Failure,4.4,48.1,2024
TITAN-01,Shaft / Hoistway,Drill Jumbo,Power Transmission Failure,17.7,2.6,2024
ANDINA-02,Pump Station,Haulage LHD,Power Transmission Failure,10.1,13.4,2024
SUR-03,Pump Station,Continuous Haulage,Power Transmission Failure,15.8,76.2,2024
TITAN-01,Stope Production Face,Continuous Haulage,Bearing Seizure,16.9,2.4,2023
TITAN-01,Pump Station,Continuous Haulage,Hydraulic Burst,37.0,92.7,2023
ANDINA-02,Stope Production Face,Slurry Pump,Bearing Seizure,6.4,51.5,2023
SUR-03,Pump Station,Drill Jumbo,Bearing Seizure,21.2,27.4,2023
SUR-03,Pump Station,Slurry Pump,Bearing Seizure,23.9,20.4,2023
ANDINA-02,Stope Production Face,Mine Fan,Electrical Fault,20.4,0.9,2023
ANDINA-02,Drift / Ramp,Haulage LHD,Electrical Fault,35.6,83.7,2025
SUR-03,Pump Station,Haulage LHD,Bearing Seizure,15.6,7.4,2025
TITAN-01,Shaft / Hoistway,Continuous Haulage,Hydraulic Burst,73.6,17.8,2023
SUR-03,Drift / Ramp,Continuous Haulage,Bearing Seizure,19.8,40.4,2023
ANDINA-02,Stope Production Face,Continuous Haulage,Power Transmission Failure,24.3,13.6,2025
TITAN-01,Drift / Ramp,Drill Jumbo,Electrical Fault,45.9,33.0,2025
TITAN-01,Underground Haulageway,Mine Fan,Electrical Fault,11.7,79.5,2023
ANDINA-02,Underground Haulageway,Mine Fan,Bearing Seizure,5.9,30.5,2025
ANDINA-02,Pump Station,Mine Fan,Bearing Seizure,33.5,142.8,2024
ANDINA-02,Pump Station,Mine Fan,Hydraulic Burst,19.8,90.3,2024
SUR-03,Shaft / Hoistway,Continuous Haulage,Hydraulic Burst,58.4,19.4,2024
SUR-03,Drift / Ramp,Haulage LHD,Power Transmission Failure,101.3,24.5,2025
TITAN-01,Underground Haulageway,Continuous Haulage,Bearing Seizure,16.2,26.4,2023
ANDINA-02,Pump Station,Mine Fan,Bearing Seizure,16.9,47.2,2023
TITAN-01,Drift / Ramp,Continuous Haulage,Bearing Seizure,16.6,16.2,2023
TITAN-01,Pump Station,Mine Fan,Electrical Fault,13.4,167.1,2025
TITAN-01,Pump Station,Slurry Pump,Power Transmission Failure,40.5,45.0,2025
TITAN-01,Underground Haulageway,Haulage LHD,Hydraulic Burst,38.2,24.5,2024
ANDINA-02,Underground Haulageway,Slurry Pump,Electrical Fault,19.6,49.7,2025
TITAN-01,Pump Station,Drill Jumbo,Electrical Fault,5.1,24.2,2024
ANDINA-02,Stope Production Face,Continuous Haulage,Electrical Fault,12.9,81.7,2024
ANDINA-02,Pump Station,Drill Jumbo,Electrical Fault,12.3,40.3,2023
SUR-03,Pump Station,Continuous Haulage,Power Transmission Failure,44.0,2.1,2025
ANDINA-02,Shaft / Hoistway,Slurry Pump,Bearing Seizure,6.2,9.3,2023
SUR-03,Shaft / Hoistway,Mine Fan,Hydraulic Burst,43.3,96.1,2023
ANDINA-02,Shaft / Hoistway,Mine Fan,Hydraulic Burst,30.5,39.7,2025
ANDINA-02,Stope Production Face,Continuous Haulage,Electrical Fault,35.6,144.1,2025
ANDINA-02,Stope Production Face,Mine Fan,Electrical Fault,17.6,3.6,2024
SUR-03,Pump Station,Slurry Pump,Power Transmission Failure,31.3,16.8,2024
SUR-03,Shaft / Hoistway,Mine Fan,Electrical Fault,26.5,10.3,2024
TITAN-01,Stope Production Face,Slurry Pump,Hydraulic Burst,39.2,38.7,2024
SUR-03,Underground Haulageway,Drill Jumbo,Hydraulic Burst,18.2,23.2,2023
SUR-03,Pump Station,Slurry Pump,Bearing Seizure,19.4,8.2,2023
SUR-03,Drift / Ramp,Haulage LHD,Bearing Seizure,28.8,49.4,2025
SUR-03,Pump Station,Haulage LHD,Hydraulic Burst,6.7,36.9,2024
TITAN-01,Drift / Ramp,Haulage LHD,Hydraulic Burst,17.8,15.4,2024
SUR-03,Shaft / Hoistway,Continuous Haulage,Power Transmission Failure,89.8,31.4,2024
ANDINA-02,Drift / Ramp,Continuous Haulage,Power Transmission Failure,4.9,65.7,2023
ANDINA-02,Shaft / Hoistway,Continuous Haulage,Hydraulic Burst,13.1,11.0,2025
SUR-03,Underground Haulageway,Slurry Pump,Electrical Fault,13.0,16.6,2023
SUR-03,Drift / Ramp,Continuous Haulage,Bearing Seizure,28.1,20.4,2025
ANDINA-02,Pump Station,Drill Jumbo,Hydraulic Burst,6.7,65.9,2025
ANDINA-02,Shaft / Hoistway,Haulage LHD,Electrical Fault,27.8,90.1,2023
TITAN-01,Pump Station,Slurry Pump,Hydraulic Burst,6.4,22.7,2023
ANDINA-02,Stope Production Face,Haulage LHD,Bearing Seizure,6.4,16.9,2025
ANDINA-02,Shaft / Hoistway,Continuous Haulage,Bearing Seizure,35.3,105.7,2023
SUR-03,Drift / Ramp,Slurry Pump,Power Transmission Failure,13.4,353.4,2023
ANDINA-02,Shaft / Hoistway,Mine Fan,Power Transmission Failure,95.0,53.3,2025
TITAN-01,Pump Station,Drill Jumbo,Power Transmission Failure,4.9,221.0,2025
ANDINA-02,Underground Haulageway,Continuous Haulage,Power Transmission Failure,18.1,51.8,2024
SUR-03,Shaft / Hoistway,Continuous Haulage,Bearing Seizure,6.9,63.5,2023
SUR-03,Drift / Ramp,Drill Jumbo,Electrical Fault,14.4,23.6,2025
ANDINA-02,Stope Production Face,Drill Jumbo,Electrical Fault,156.0,27.2,2023
SUR-03,Underground Haulageway,Mine Fan,Electrical Fault,56.7,7.5,2023
TITAN-01,Stope Production Face,Continuous Haulage,Hydraulic Burst,5.2,83.0,2025
TITAN-01,Shaft / Hoistway,Continuous Haulage,Power Transmission Failure,23.9,128.4,2024
ANDINA-02,Pump Station,Haulage LHD,Power Transmission Failure,29.0,46.9,2025
ANDINA-02,Pump Station,Slurry Pump,Bearing Seizure,9.6,20.2,2025
ANDINA-02,Drift / Ramp,Slurry Pump,Bearing Seizure,7.8,8.0,2023
SUR-03,Pump Station,Haulage LHD,Hydraulic Burst,60.3,14.8,2024
TITAN-01,Underground Haulageway,Slurry Pump,Hydraulic Burst,87.2,14.2,2025
TITAN-01,Pump Station,Drill Jumbo,Electrical Fault,119.6,45.6,2023
SUR-03,Drift / Ramp,Slurry Pump,Bearing Seizure,41.4,139.3,2025
TITAN-01,Shaft / Hoistway,Slurry Pump,Power Transmission Failure,30.1,2.4,2023
ANDINA-02,Shaft / Hoistway,Haulage LHD,Electrical Fault,14.2,0.0,2025
ANDINA-02,Pump Station,Mine Fan,Power Transmission Failure,8.5,44.0,2024
ANDINA-02,Stope Production Face,Slurry Pump,Electrical Fault,6.0,16.0,2025
TITAN-01,Shaft / Hoistway,Slurry Pump,Power Transmission Failure,32.4,102.0,2023
ANDINA-02,Pump Station,Mine Fan,Hydraulic Burst,40.9,19.0,2025
SUR-03,Drift / Ramp,Haulage LHD,Electrical Fault,46.0,16.4,2024
SUR-03,Pump Station,Mine Fan,Power Transmission Failure,62.8,15.1,2024
TITAN-01,Shaft / Hoistway,Haulage LHD,Power Transmission Failure,54.9,7.5,2024
SUR-03,Drift / Ramp,Drill Jumbo,Bearing Seizure,202.2,41.8,2024
SUR-03,Pump Station,Haulage LHD,Electrical Fault,10.7,8.8,2023
TITAN-01,Underground Haulageway,Drill Jumbo,Power Transmission Failure,38.6,26.5,2025
ANDINA-02,Drift / Ramp,Drill Jumbo,Bearing Seizure,25.2,29.7,2024
ANDINA-02,Underground Haulageway,Haulage LHD,Power Transmission Failure,11.3,1.0,2025
ANDINA-02,Stope Production Face,Continuous Haulage,Electrical Fault,100.3,0.8,2023
TITAN-01,Drift / Ramp,Haulage LHD,Hydraulic Burst,58.8,35.3,2025
SUR-03,Underground Haulageway,Slurry Pump,Electrical Fault,7.3,57.2,2025
ANDINA-02,Shaft / Hoistway,Slurry Pump,Electrical Fault,4.6,136.8,2024
ANDINA-02,Shaft / Hoistway,Continuous Haulage,Power Transmission Failure,32.0,9.5,2024
TITAN-01,Stope Production Face,Drill Jumbo,Power Transmission Failure,26.2,5.2,2023
ANDINA-02,Drift / Ramp,Continuous Haulage,Electrical Fault,69.9,2.6,2025
TITAN-01,Drift / Ramp,Slurry Pump,Bearing Seizure,10.4,27.5,2023
SUR-03,Drift / Ramp,Continuous Haulage,Bearing Seizure,6.1,46.8,2023
TITAN-01,Stope Production Face,Haulage LHD,Bearing Seizure,11.2,88.1,2023
TITAN-01,Drift / Ramp,Continuous Haulage,Power Transmission Failure,4.5,55.1,2024
TITAN-01,Shaft / Hoistway,Drill Jumbo,Power Transmission Failure,4.9,11.2,2024
TITAN-01,Underground Haulageway,Haulage LHD,Electrical Fault,63.1,29.7,2025
SUR-03,Shaft / Hoistway,Mine Fan,Hydraulic Burst,14.4,115.8,2025
SUR-03,Shaft / Hoistway,Slurry Pump,Power Transmission Failure,16.7,19.0,2025
ANDINA-02,Underground Haulageway,Slurry Pump,Electrical Fault,4.4,33.1,2024
SUR-03,Shaft / Hoistway,Continuous Haulage,Electrical Fault,11.6,152.8,2024
SUR-03,Stope Production Face,Haulage LHD,Hydraulic Burst,43.2,63.7,2023
ANDINA-02,Underground Haulageway,Mine Fan,Bearing Seizure,26.9,66.1,2024
SUR-03,Shaft / Hoistway,Haulage LHD,Electrical Fault,37.6,14.0,2023
TITAN-01,Pump Station,Slurry Pump,Electrical Fault,18.2,25.7,2023
TITAN-01,Shaft / Hoistway,Haulage LHD,Electrical Fault,12.9,4.1,2024
ANDINA-02,Stope Production Face,Mine Fan,Bearing Seizure,19.8,44.8,2023
ANDINA-02,Drift / Ramp,Continuous Haulage,Bearing Seizure,13.4,5.3,2023
ANDINA-02,Shaft / Hoistway,Drill Jumbo,Hydraulic Burst,47.8,86.8,2025
TITAN-01,Drift / Ramp,Haulage LHD,Power Transmission Failure,12.5,80.9,2023
SUR-03,Pump Station,Drill Jumbo,Bearing Seizure,29.9,36.6,2024
TITAN-01,Shaft / Hoistway,Slurry Pump,Power Transmission Failure,7.5,7.3,2024
ANDINA-02,Underground Haulageway,Continuous Haulage,Power Transmission Failure,31.9,1.2,2023
SUR-03,Drift / Ramp,Continuous Haulage,Bearing Seizure,62.7,76.5,2025
SUR-03,Pump Station,Haulage LHD,Electrical Fault,26.5,44.0,2024
TITAN-01,Underground Haulageway,Continuous Haulage,Hydraulic Burst,23.7,59.6,2024
ANDINA-02,Underground Haulageway,Haulage LHD,Power Transmission Failure,81.9,17.4,2025
TITAN-01,Underground Haulageway,Haulage LHD,Electrical Fault,27.7,34.2,2023
SUR-03,Underground Haulageway,Drill Jumbo,Bearing Seizure,11.2,66.0,2024
TITAN-01,Shaft / Hoistway,Continuous Haulage,Power Transmission Failure,12.3,29.8,2023
TITAN-01,Shaft / Hoistway,Haulage LHD,Power Transmission Failure,33.3,44.1,2023
ANDINA-02,Shaft / Hoistway,Drill Jumbo,Power Transmission Failure,35.9,74.8,2023
ANDINA-02,Pump Station,Mine Fan,Electrical Fault,12.7,11.6,2023
SUR-03,Pump Station,Drill Jumbo,Electrical Fault,14.2,3.3,2024
TITAN-01,Pump Station,Drill Jumbo,Electrical Fault,117.2,36.4,2025
TITAN-01,Stope Production Face,Haulage LHD,Power Transmission Failure,6.6,3.1,2024
TITAN-01,Pump Station,Slurry Pump,Power Transmission Failure,16.4,69.8,2025
SUR-03,Shaft / Hoistway,Slurry Pump,Hydraulic Burst,5.5,61.0,2023
SUR-03,Shaft / Hoistway,Slurry Pump,Hydraulic Burst,45.3,102.5,2025
ANDINA-02,Stope Production Face,Drill Jumbo,Electrical Fault,6.3,49.0,2023
ANDINA-02,Stope Production Face,Haulage LHD,Electrical Fault,30.9,3.3,2024
ANDINA-02,Pump Station,Continuous Haulage,Bearing Seizure,5.4,14.0,2024
TITAN-01,Drift / Ramp,Drill Jumbo,Electrical Fault,30.8,79.2,2025
TITAN-01,Stope Production Face,Drill Jumbo,Hydraulic Burst,48.4,8.8,2023
ANDINA-02,Underground Haulageway,Haulage LHD,Hydraulic Burst,16.2,57.5,2023
TITAN-01,Shaft / Hoistway,Mine Fan,Hydraulic Burst,21.7,72.7,2025
ANDINA-02,Underground Haulageway,Drill Jumbo,Power Transmission Failure,16.3,19.2,2023
SUR-03,Shaft / Hoistway,Mine Fan,Power Transmission Failure,12.6,18.7,2023
ANDINA-02,Shaft / Hoistway,Mine Fan,Electrical Fault,43.0,39.2,2023
SUR-03,Stope Production Face,Slurry Pump,Bearing Seizure,11.6,94.8,2024
TITAN-01,Stope Production Face,Haulage LHD,Bearing Seizure,34.8,12.2,2024
ANDINA-02,Underground Haulageway,Mine Fan,Bearing Seizure,9.5,136.1,2024
TITAN-01,Shaft / Hoistway,Haulage LHD,Power Transmission Failure,10.9,43.9,2023
SUR-03,Underground Haulageway,Slurry Pump,Hydraulic Burst,13.8,232.5,2024
SUR-03,Drift / Ramp,Haulage LHD,Hydraulic Burst,25.3,4.5,2023
SUR-03,Underground Haulageway,Drill Jumbo,Power Transmission Failure,18.5,6.5,2023
TITAN-01,Pump Station,Mine Fan,Bearing Seizure,36.8,84.1,2025
TITAN-01,Underground Haulageway,Haulage LHD,Bearing Seizure,9.8,96.0,2023
TITAN-01,Pump Station,Continuous Haulage,Electrical Fault,4.3,28.3,2024
TITAN-01,Pump Station,Haulage LHD,Electrical Fault,40.0,60.1,2024
SUR-03,Pump Station,Mine Fan,Bearing Seizure,45.4,97.0,2023
SUR-03,Drift / Ramp,Slurry Pump,Power Transmission Failure,5.5,2.1,2024
ANDINA-02,Underground Haulageway,Slurry Pump,Bearing Seizure,26.7,41.0,2023
ANDINA-02,Underground Haulageway,Mine Fan,Electrical Fault,15.4,92.2,2025
TITAN-01,Drift / Ramp,Drill Jumbo,Bearing Seizure,41.9,24.4,2023
SUR-03,Shaft / Hoistway,Drill Jumbo,Power Transmission Failure,53.8,17.3,2023
SUR-03,Stope Production Face,Slurry Pump,Hydraulic Burst,49.7,76.2,2025
SUR-03,Underground Haulageway,Slurry Pump,Power Transmission Failure,40.0,19.6,2024
ANDINA-02,Stope Production Face,Mine Fan,Power Transmission Failure,11.5,0.2,2025
ANDINA-02,Drift / Ramp,Drill Jumbo,Electrical Fault,44.1,154.0,2025
SUR-03,Shaft / Hoistway,Slurry Pump,Power Transmission Failure,22.3,43.0,2023
SUR-03,Shaft / Hoistway,Drill Jumbo,Power Transmission Failure,5.3,82.2,2023
SUR-03,Shaft / Hoistway,Slurry Pump,Electrical Fault,18.7,83.7,2025
ANDINA-02,Drift / Ramp,Haulage LHD,Electrical Fault,72.4,3.3,2024
SUR-03,Pump Station,Continuous Haulage,Hydraulic Burst,56.5,9.0,2025
SUR-03,Pump Station,Haulage LHD,Bearing Seizure,6.6,17.9,2024
TITAN-01,Stope Production Face,Slurry Pump,Power Transmission Failure,36.7,18.6,2025
TITAN-01,Pump Station,Continuous Haulage,Electrical Fault,43.3,51.6,2025
ANDINA-02,Pump Station,Continuous Haulage,Hydraulic Burst,11.6,46.8,2024
SUR-03,Shaft / Hoistway,Slurry Pump,Bearing Seizure,19.3,32.8,2025
SUR-03,Shaft / Hoistway,Slurry Pump,Electrical Fault,33.8,11.4,2023
TITAN-01,Stope Production Face,Drill Jumbo,Bearing Seizure,17.9,23.1,2025
ANDINA-02,Underground Haulageway,Slurry Pump,Bearing Seizure,6.9,37.6,2023
TITAN-01,Stope Production Face,Mine Fan,Power Transmission Failure,33.4,30.3,2024
TITAN-01,Stope Production Face,Slurry Pump,Power Transmission Failure,62.2,6.5,2024
TITAN-01,Drift / Ramp,Mine Fan,Electrical Fault,29.4,50.3,2023
TITAN-01,Drift / Ramp,Slurry Pump,Bearing Seizure,39.7,3.6,2025
SUR-03,Stope Production Face,Drill Jumbo,Electrical Fault,14.6,22.8,2023
SUR-03,Stope Production Face,Mine Fan,Electrical Fault,8.9,59.4,2023
TITAN-01,Stope Production Face,Haulage LHD,Bearing Seizure,28.7,1.0,2024
ANDINA-02,Pump Station,Mine Fan,Electrical Fault,13.5,40.5,2023
ANDINA-02,Drift / Ramp,Drill Jumbo,Bearing Seizure,51.2,19.5,2025
ANDINA-02,Stope Production Face,Mine Fan,Bearing Seizure,7.1,0.4,2023
ANDINA-02,Shaft / Hoistway,Slurry Pump,Bearing Seizure,17.6,10.1,2024
TITAN-01,Shaft / Hoistway,Slurry Pump,Bearing Seizure,16.1,135.8,2025
SUR-03,Pump Station,Drill Jumbo,Hydraulic Burst,70.8,35.3,2024
ANDINA-02,Pump Station,Continuous Haulage,Bearing Seizure,8.0,282.6,2023
TITAN-01,Underground Haulageway,Slurry Pump,Power Transmission Failure,4.2,35.7,2023
ANDINA-02,Underground Haulageway,Haulage LHD,Power Transmission Failure,10.5,37.7,2024
ANDINA-02,Underground Haulageway,Drill Jumbo,Power Transmission Failure,45.2,23.9,2024
TITAN-01,Pump Station,Mine Fan,Bearing Seizure,9.6,17.8,2025
SUR-03,Pump Station,Mine Fan,Power Transmission Failure,10.6,13.9,2024
SUR-03,Pump Station,Haulage LHD,Hydraulic Burst,7.3,20.2,2024
TITAN-01,Shaft / Hoistway,Slurry Pump,Electrical Fault,34.2,29.6,2023
SUR-03,Pump Station,Drill Jumbo,Bearing Seizure,5.7,10.2,2023
TITAN-01,Shaft / Hoistway,Haulage LHD,Power Transmission Failure,13.7,12.2,2024
TITAN-01,Underground Haulageway,Slurry Pump,Hydraulic Burst,12.0,15.2,2024
TITAN-01,Underground Haulageway,Drill Jumbo,Electrical Fault,23.4,28.6,2023
SUR-03,Underground Haulageway,Mine Fan,Hydraulic Burst,35.5,50.8,2025
TITAN-01,Stope Production Face,Drill Jumbo,Power Transmission Failure,22.3,93.1,2025
ANDINA-02,Stope Production Face,Continuous Haulage,Hydraulic Burst,68.2,16.2,2025
SUR-03,Drift / Ramp,Drill Jumbo,Electrical Fault,76.6,9.7,2025
SUR-03,Drift / Ramp,Continuous Haulage,Power Transmission Failure,14.8,22.9,2023
SUR-03,Drift / Ramp,Drill Jumbo,Electrical Fault,40.1,107.9,2024
SUR-03,Stope Production Face,Continuous Haulage,Hydraulic Burst,36.2,0.5,2025
ANDINA-02,Stope Production Face,Mine Fan,Bearing Seizure,57.6,54.4,2023
SUR-03,Drift / Ramp,Slurry Pump,Bearing Seizure,18.3,31.1,2024
SUR-03,Drift / Ramp,Continuous Haulage,Bearing Seizure,22.1,8.4,2025
TITAN-01,Pump Station,Continuous Haulage,Bearing Seizure,16.9,18.6,2024
SUR-03,Drift / Ramp,Mine Fan,Electrical Fault,49.6,12.2,2025
ANDINA-02,Pump Station,Continuous Haulage,Bearing Seizure,10.3,100.9,2024
ANDINA-02,Shaft / Hoistway,Haulage LHD,Electrical Fault,10.6,31.6,2025
ANDINA-02,Stope Production Face,Mine Fan,Power Transmission Failure,15.2,39.7,2025
ANDINA-02,Drift / Ramp,Haulage LHD,Bearing Seizure,10.3,43.2,2024
SUR-03,Stope Production Face,Mine Fan,Electrical Fault,23.8,49.0,2024
SUR-03,Stope Production Face,Continuous Haulage,Bearing Seizure,7.5,32.8,2024
ANDINA-02,Stope Production Face,Haulage LHD,Bearing Seizure,13.3,0.9,2023
ANDINA-02,Shaft / Hoistway,Continuous Haulage,Bearing Seizure,62.7,19.6,2023
SUR-03,Underground Haulageway,Mine Fan,Electrical Fault,16.6,9.8,2024
ANDINA-02,Drift / Ramp,Continuous Haulage,Hydraulic Burst,37.1,54.7,2023
TITAN-01,Underground Haulageway,Haulage LHD,Bearing Seizure,6.9,2.8,2025
ANDINA-02,Underground Haulageway,Haulage LHD,Bearing Seizure,10.8,39.8,2024
ANDINA-02,Underground Haulageway,Continuous Haulage,Power Transmission Failure,43.5,11.4,2023
TITAN-01,Stope Production Face,Drill Jumbo,Hydraulic Burst,38.6,142.7,2024
TITAN-01,Pump Station,Mine Fan,Electrical Fault,15.7,19.6,2025
SUR-03,Stope Production Face,Mine Fan,Power Transmission Failure,78.1,18.9,2025
SUR-03,Stope Production Face,Continuous Haulage,Bearing Seizure,62.0,123.3,2023
TITAN-01,Underground Haulageway,Drill Jumbo,Power Transmission Failure,82.7,25.9,2025
TITAN-01,Stope Production Face,Haulage LHD,Power Transmission Failure,17.4,158.1,2024
SUR-03,Underground Haulageway,Slurry Pump,Bearing Seizure,9.3,1.2,2023
ANDINA-02,Pump Station,Slurry Pump,Hydraulic Burst,27.6,17.6,2024
TITAN-01,Drift / Ramp,Continuous Haulage,Hydraulic Burst,31.7,52.7,2024
SUR-03,Underground Haulageway,Drill Jumbo,Power Transmission Failure,7.2,106.3,2024
ANDINA-02,Pump Station,Drill Jumbo,Bearing Seizure,41.1,14.2,2025
TITAN-01,Drift / Ramp,Mine Fan,Electrical Fault,4.4,128.0,2024
ANDINA-02,Shaft / Hoistway,Haulage LHD,Power Transmission Failure,19.8,43.3,2025
SUR-03,Underground Haulageway,Drill Jumbo,Electrical Fault,13.6,77.5,2024
TITAN-01,Underground Haulageway,Slurry Pump,Power Transmission Failure,36.4,24.3,2025
ANDINA-02,Shaft / Hoistway,Haulage LHD,Power Transmission Failure,13.0,11.4,2025
TITAN-01,Shaft / Hoistway,Haulage LHD,Bearing Seizure,46.1,116.2,2025
ANDINA-02,Underground Haulageway,Continuous Haulage,Bearing Seizure,25.7,129.8,2024
SUR-03,Shaft / Hoistway,Drill Jumbo,Electrical Fault,41.9,33.0,2024
SUR-03,Stope Production Face,Continuous Haulage,Electrical Fault,113.0,0.3,2025
TITAN-01,Drift / Ramp,Drill Jumbo,Hydraulic Burst,31.3,5.6,2024
ANDINA-02,Drift / Ramp,Mine Fan,Bearing Seizure,104.7,40.8,2025
TITAN-01,Drift / Ramp,Continuous Haulage,Power Transmission Failure,4.7,1.2,2024
TITAN-01,Stope Production Face,Continuous Haulage,Power Transmission Failure,13.9,24.3,2025
ANDINA-02,Shaft / Hoistway,Slurry Pump,Hydraulic Burst,6.7,17.4,2025
ANDINA-02,Pump Station,Continuous Haulage,Bearing Seizure,11.3,60.1,2023
ANDINA-02,Shaft / Hoistway,Drill Jumbo,Power Transmission Failure,47.8,2.7,2024
SUR-03,Underground Haulageway,Slurry Pump,Hydraulic Burst,4.8,32.2,2024
TITAN-01,Drift / Ramp,Continuous Haulage,Hydraulic Burst,21.6,41.5,2023
TITAN-01,Shaft / Hoistway,Continuous Haulage,Power Transmission Failure,24.1,46.1,2025
SUR-03,Pump Station,Mine Fan,Power Transmission Failure,23.8,24.9,2025
ANDINA-02,Underground Haulageway,Continuous Haulage,Electrical Fault,19.5,17.4,2023
SUR-03,Stope Production Face,Haulage LHD,Bearing Seizure,41.5,55.1,2023
SUR-03,Stope Production Face,Slurry Pump,Electrical Fault,7.4,90.3,2025
SUR-03,Pump Station,Haulage LHD,Hydraulic Burst,12.9,56.8,2024
TITAN-01,Underground Haulageway,Slurry Pump,Power Transmission Failure,27.0,129.1,2023
SUR-03,Drift / Ramp,Mine Fan,Electrical Fault,32.2,60.6,2023
TITAN-01,Shaft / Hoistway,Continuous Haulage,Hydraulic Burst,16.4,69.4,2023
TITAN-01,Underground Haulageway,Continuous Haulage,Bearing Seizure,54.0,8.8,2023
TITAN-01,Stope Production Face,Continuous Haulage,Power Transmission Failure,16.9,26.1,2023
ANDINA-02,Pump Station,Slurry Pump,Electrical Fault,16.4,31.9,2023
TITAN-01,Pump Station,Continuous Haulage,Bearing Seizure,4.9,14.2,2025
TITAN-01,Shaft / Hoistway,Haulage LHD,Electrical Fault,23.2,36.1,2025
ANDINA-02,Pump Station,Continuous Haulage,Hydraulic Burst,33.6,16.5,2023
TITAN-01,Pump Station,Mine Fan,Bearing Seizure,6.9,55.8,2025
SUR-03,Underground Haulageway,Haulage LHD,Electrical Fault,12.7,30.5,2024
SUR-03,Drift / Ramp,Continuous Haulage,Bearing Seizure,40.5,29.5,2024
TITAN-01,Shaft / Hoistway,Continuous Haulage,Hydraulic Burst,14.9,197.4,2023
ANDINA-02,Underground Haulageway,Drill Jumbo,Bearing Seizure,10.6,23.9,2024
SUR-03,Drift / Ramp,Slurry Pump,Electrical Fault,30.8,21.6,2024
ANDINA-02,Underground Haulageway,Haulage LHD,Hydraulic Burst,9.3,18.4,2025
ANDINA-02,Underground Haulageway,Drill Jumbo,Power Transmission Failure,58.2,108.1,2025
